Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
New Haven - CT,274995.59375,275632.125,276260.0,276527.09375,278296.59375,279222.5,278235.0,277778.09375,278319.3125,279756.90625,279853.78125,279864.5,279218.1875,280101.40625,282247.3125,284815.5,284551.59375,249461.0,269077.5,271124.78125,271319.875,273908.1875,277801.78125,280108.40625,283790.90625,286045.8125,285269.8125,285854.625,286384.875,287397.625,289746.875,292100.59375,293565.0,293939.5,293829.0,295223.5,295637.59375,296227.90625,296302.09375,296211.09375,296115.6875,296062.09375,,296017.09375,295997.90625,296000.40625,296009.1875,296008.6875,295993.71875,295985.5,295984.90625,295986.3125,295988.90625,296038.21875,296126.40625,296217.71875,296326.0,296432.71875,296541.28125,296647.3125,296747.71875,296839.59375,291827.78125,291914.5,292000.0,292087.0,292173.3125,292263.21875,292350.1875,292433.5,292517.6875,292602.6875,292683.40625,292763.78125,292844.40625,292925.5,293003.375,293081.21875,293156.71875,293233.5,293306.625
New Orleans - LA,483677.09375,484176.40625,485425.0,482441.71875,483889.90625,483180.125,482162.90625,482649.40625,484621.0,485902.3125,485663.90625,486616.59375,489838.5,491401.3125,490825.71875,493460.125,493298.3125,409426.90625,429304.0,437327.09375,441832.3125,448077.21875,447041.90625,451703.0,458521.09375,461846.1875,465350.90625,466629.3125,469214.1875,469360.6875,467347.6875,469275.6875,471578.1875,474283.375,475909.40625,478137.0,479712.59375,479828.40625,479910.5,479722.8125,479628.125,479484.5,,479382.59375,479342.40625,479359.09375,479447.375,479446.40625,479417.125,479360.1875,479319.40625,479277.5,479319.21875,479423.8125,479628.21875,479851.1875,480102.0,480363.71875,480629.5,480894.8125,481155.21875,481415.3125,474653.59375,474947.6875,475249.125,475541.28125,475834.40625,476132.125,476432.90625,476729.625,477023.1875,477321.1875,477615.21875,477912.8125,478210.375,478504.6875,478795.09375,479088.1875,479380.5,479671.8125,479958.71875
New York - NY,5829489.0,5846549.0,5884994.0,5906849.0,5946949.0,5967912.0,5997442.0,6018505.0,6043589.0,6076973.0,6087460.0,6135198.0,6162598.0,6195859.0,6198244.0,6230987.0,6241680.0,5102351.0,5396694.0,5533445.0,5560171.0,5631310.0,5735381.0,5884369.0,5977463.0,6055901.0,6131871.0,6171167.0,6219332.0,6215479.0,6241534.0,6258380.0,6309427.0,6350977.0,6370703.0,6410619.0,6441310.0,6432369.0,6454659.0,6465442.0,6472324.0,6481203.0,,6488759.0,6496942.0,6503117.0,6509311.0,6515560.0,6521567.0,6527477.0,6533277.0,6539278.0,6545416.0,6552593.0,6560570.0,6568572.0,6577065.0,6585486.0,6593969.0,6602326.0,6610634.0,6618933.0,6526786.0,6535012.0,6543157.0,6551544.0,6559815.0,6568088.0,6576283.0,6584405.0,6592612.0,6600652.0,6608791.0,6616845.0,6625001.0,6632966.0,6641021.0,6649011.0,6657069.0,6664973.0,6672977.0
Norfolk - VA,771237.4375,772674.1875,775682.625,778535.25,781161.3125,785404.8125,787888.125,788891.1875,792392.875,797468.6875,795161.9375,796811.5,797714.125,799243.125,800561.375,804777.0,804585.0,719176.5,754717.25,766164.1875,768189.5,769673.8125,777425.125,781697.8125,784704.0,790319.6875,794751.375,798860.4375,805328.4375,808609.8125,813750.8125,816487.125,820301.1875,822983.875,825562.5,829415.25,828019.6875,824798.0,825378.5,823672.9375,823175.125,823032.0,,822988.5625,823075.625,823183.4375,823329.25,823528.0625,823773.9375,824136.4375,824532.6875,824996.125,825439.1875,825840.5625,826343.0625,826859.9375,827410.375,827978.375,828534.8125,829081.625,829593.3125,830088.625,814569.375,815011.3125,815450.0625,815898.6875,816343.0625,816785.6875,817217.5625,817643.6875,818076.8125,818514.0,818941.5625,819373.75,819807.6875,820233.5625,820649.1875,821067.0,821491.25,821911.625,822318.5
Northern New Jersey - NJ,986171.8125,989006.0,992651.625,993271.4375,996767.25,1001430.0,1006348.0,1008244.0,1009834.0,1012378.0,1014140.0,1016333.0,1020886.0,1024360.9375,1027040.0625,1026008.0625,1024503.0625,871383.9375,923993.75,938848.1875,948072.375,962754.1875,978868.4375,997293.25,1008360.0,1017217.0,1025717.0625,1030819.0,1038555.0625,1043379.0,1050333.0,1056504.0,1060373.0,1066395.0,1067182.0,1071819.0,1072823.0,1068123.0,1067214.0,1066766.0,1066342.0,1066430.0,,1066888.0,1067702.0,1068430.0,1069009.0,1069509.0,1069886.0,1070064.0,1070002.0,1069898.0,1069747.0,1069661.0,1069634.0,1069695.0,1069838.0,1070027.0,1070240.0,1070485.0,1070722.0,1070984.0,1057252.0,1057403.0,1057545.0,1057686.0,1057809.0,1057933.0,1058069.0,1058225.0,1058358.0,1058472.0,1058571.0,1058671.0,1058758.0,1058841.0,1058925.0,1059023.0,1059101.0,1059181.0,1059261.0
Northwest Arkansas - AR,238497.890625,240758.40625,243876.203125,245912.796875,247770.5,249229.703125,250844.703125,252676.890625,254723.90625,256307.796875,256971.1875,257757.6875,259580.8125,261951.90625,264821.28125,267814.5,270617.40625,251403.59375,262341.3125,266023.71875,269319.6875,271776.875,274769.5,279111.3125,284823.21875,289340.21875,292652.59375,294950.0,296277.5,298220.875,299711.6875,302141.90625,304203.09375,306327.5,309239.09375,311544.90625,313908.0,315818.21875,316855.59375,317415.09375,317942.28125,318451.0,,319039.625,319710.28125,320452.21875,321226.09375,321977.0,322695.0,323411.5,324154.21875,324877.28125,325602.28125,326342.90625,327158.125,327973.78125,328806.6875,329640.5,330516.59375,331379.90625,332243.09375,333111.125,334310.21875,335171.8125,336032.71875,336882.0,337733.5,338581.0,339430.21875,340277.09375,341120.59375,341966.1875,342801.5,343641.59375,344473.6875,345305.6875,346126.5,346951.375,347771.5,348591.40625,349398.40625
Ocala - FL,99454.4609375,100831.296875,101473.796875,101992.3046875,102297.3046875,103027.3984375,102830.296875,103833.8984375,104764.8984375,105287.6953125,105919.40625,106938.5,107506.796875,108064.296875,108720.703125,109339.3046875,109340.3046875,103227.6015625,107041.1015625,108489.8984375,109641.40625,110162.6953125,111460.6015625,112568.5,114255.6015625,115603.0,116495.6953125,117606.90625,119010.59375,119754.6015625,120611.1953125,121664.1015625,122054.703125,123245.6015625,124050.0,123982.5,124612.8984375,125030.1953125,125100.40625,125195.1015625,125223.0,125274.90625,,125371.90625,125488.0,125629.3046875,125777.6015625,125945.1015625,126113.703125,126263.5,126407.3984375,126546.203125,126688.796875,126839.0,126998.203125,127166.3984375,127340.5,127517.1953125,127706.8046875,127897.0,128081.296875,128261.796875,126690.59375,126868.3984375,127043.796875,127217.796875,127388.3984375,127559.0,127725.5,127890.8984375,128056.3984375,128220.8984375,128384.6015625,128546.3984375,128709.3984375,128870.8984375,129030.109375,129187.5,129346.203125,129504.0,129660.6015625
Ogden - UT,222708.890625,224601.390625,227484.796875,229873.59375,230227.203125,232718.703125,234583.6875,235265.796875,237884.296875,238954.1875,239984.09375,241776.796875,243305.0,245101.203125,246928.890625,248046.796875,248716.0,235561.09375,245450.703125,248419.90625,250285.0,251629.203125,253810.203125,254683.296875,257516.390625,259258.09375,261591.609375,263232.78125,265933.59375,268748.40625,270217.09375,271484.0,270821.40625,271968.40625,272635.90625,276728.09375,276831.90625,276771.40625,276703.1875,276064.59375,276334.90625,276815.40625,,277312.0,277817.6875,278290.8125,278812.0,279364.8125,279910.1875,280454.71875,281004.90625,281591.71875,282184.0,282795.09375,283455.40625,284125.6875,284812.90625,285515.09375,286242.5,286972.0,287684.90625,288384.1875,285248.28125,285912.1875,286571.40625,287221.59375,287871.40625,288511.40625,289146.90625,289778.5,290414.3125,291044.59375,291671.6875,292295.0,292923.0,293551.0,294175.28125,294798.875,295429.40625,296057.71875,296686.8125
Oklahoma City - OK,630099.9375,627660.5625,627627.9375,627127.625,627831.8125,633210.5625,638640.9375,640414.4375,643132.875,648513.6875,651671.0,652551.0625,657189.6875,658343.1875,661786.6875,665636.25,661809.0625,607307.625,629780.0,634302.6875,635246.5,641161.6875,646838.0,653940.6875,659026.1875,666963.3125,677025.3125,682852.75,691547.1875,694549.9375,698705.3125,702562.5,705249.5625,708420.0,712008.8125,715533.1875,714817.3125,717853.8125,718468.0,718080.3125,718253.4375,718802.4375,,719321.75,719986.6875,720543.5625,721232.8125,721841.9375,722461.125,723114.0625,723770.6875,724472.6875,725233.0,726012.875,726983.0,727911.0625,728876.125,729854.1875,730825.0,731820.625,732786.8125,733774.1875,725703.9375,726611.5,727504.375,728394.3125,729290.5,730175.1875,731068.9375,731956.4375,732858.875,733759.25,734651.1875,735554.875,736455.1875,737355.4375,738247.375,739147.0,740052.4375,740939.5,741840.5625
Omaha - NE,493881.8125,495446.28125,498125.875,497549.1875,499402.59375,499058.59375,498590.40625,499661.0,500129.40625,502523.1875,502484.5,503629.59375,503717.8125,506187.28125,507685.3125,508494.28125,508465.90625,465026.40625,483293.78125,486804.40625,489035.8125,490537.125,493358.875,494776.21875,498415.59375,497385.59375,499737.625,501478.3125,504954.0,508923.625,511206.3125,512610.40625,512429.8125,515220.59375,515721.6875,517602.71875,516955.875,518373.78125,518647.8125,518798.8125,518994.3125,519334.71875,,519684.09375,520091.625,520463.9375,520876.09375,521306.59375,521710.09375,522080.5,522454.21875,522828.4375,523203.6875,523620.4375,524077.5625,524542.75,525037.4375,525538.5625,526041.0625,526537.625,527024.1875,527490.4375,517698.59375,518163.875,518626.53125,519097.0,519563.28125,520023.625,520484.625,520944.8125,521405.21875,521863.21875,522321.78125,522777.90625,523237.65625,523692.5,524149.46875,524604.625,525062.625,525518.3125,525974.4375
Orange County - CA,1569086.0,1575619.0,1586976.0,1602253.0,1602604.0,1615767.0,1624919.0,1632852.0,1645502.0,1649567.0,1655126.0,1658146.0,1664244.0,1674650.0,1678276.0,1680288.0,1682083.0,1439789.0,1494677.0,1530160.0,1529834.0,1572589.0,1606468.0,1635298.0,1648224.0,1665099.0,1669439.0,1670923.0,1669057.0,1676888.0,1683918.0,1685821.0,1697497.0,1690084.0,1691745.0,1695384.0,1698195.0,1697401.0,1696211.0,1696127.0,1696546.0,1697444.0,,1698958.0,1701006.0,1703341.0,1705667.0,1707865.0,1709899.0,1711871.0,1713802.0,1715678.0,1717476.0,1719557.0,1721866.0,1724249.0,1726722.0,1729234.0,1731796.0,1734366.0,1736930.0,1739561.0,1720182.0,1722767.0,1725346.0,1727947.0,1730521.0,1733099.0,1735648.0,1738201.0,1740741.0,1743251.0,1745772.0,1748294.0,1750828.0,1753324.0,1755826.0,1758318.0,1760817.0,1763290.0,1765756.0
Orlando - FL,1188966.0,1201764.0,1218018.0,1226303.0,1238420.0,1246781.0,1251458.0,1271174.0,1281939.0,1290266.0,1301810.0,1312560.0,1322367.0,1329641.0,1339067.0,1345873.0,1349553.0,1134800.0,1183150.0,1220295.0,1235290.0,1264540.0,1305372.0,1343543.0,1368470.0,1393392.0,1415075.0,1432705.0,1448845.0,1464363.0,1467031.0,1478350.0,1493136.0,1499382.0,1504912.0,1512205.0,1529151.0,1531152.0,1526520.0,1528970.0,1531265.0,1534454.0,,1537850.0,1541481.0,1545163.0,1549082.0,1553078.0,1557042.0,1560720.0,1564250.0,1567727.0,1571092.0,1574631.0,1578393.0,1582219.0,1586120.0,1590058.0,1594016.0,1598028.0,1601990.0,1605943.0,1579452.0,1583344.0,1587267.0,1591190.0,1595103.0,1598996.0,1602892.0,1606783.0,1610679.0,1614596.0,1618498.0,1622415.0,1626322.0,1630237.0,1634129.0,1638040.0,1641941.0,1645851.0,1649748.0
Palm Beach - FL,597884.0,603327.5,607035.6875,611012.0625,615881.0,618651.8125,616372.3125,621356.375,624619.375,625935.5,629270.875,633341.6875,635177.125,637438.0,639778.875,644032.4375,645194.8125,567272.8125,599918.0,608315.4375,620106.3125,625907.75,639800.75,649020.375,654751.6875,663692.625,671987.125,677576.1875,684479.625,688456.125,692815.0,699380.375,701212.8125,702511.0,705555.5,702597.75,707586.125,712074.6875,712995.4375,713913.8125,714605.5,715460.1875,,716360.3125,717444.8125,718581.1875,719762.6875,720988.6875,722200.3125,723365.5,724509.6875,725654.9375,726790.5,727996.0,729263.4375,730567.5,731909.125,733258.0,734621.8125,735979.9375,737329.875,738679.875,727287.5,728563.625,729827.5625,731092.4375,732352.125,733601.3125,734850.25,736090.0625,737340.0625,738584.5,739831.125,741068.8125,742314.875,743554.875,744797.5,746032.5,747278.0,748518.9375,749763.1875
Pensacola - FL,171020.5,172440.5,174221.0,175400.09375,176831.5,177160.5,177837.09375,179370.609375,179777.6875,181797.0,183393.796875,183546.59375,185490.90625,186323.5,187354.09375,189143.59375,189645.5,177483.09375,183652.296875,184672.890625,186247.0,185957.90625,188400.0,190871.203125,191813.59375,193902.890625,194846.796875,196366.8125,197984.609375,199246.796875,200296.59375,200960.90625,200923.40625,201346.6875,201836.109375,201776.703125,203181.90625,203224.203125,203333.0,203205.5,203194.703125,203301.109375,,203438.203125,203608.5,203792.5,204008.703125,204242.0,204459.390625,204654.203125,204846.609375,205044.09375,205244.59375,205449.296875,205681.203125,205926.1875,206179.59375,206434.5,206699.59375,206966.296875,207223.796875,207485.3125,203594.609375,203851.5,204111.796875,204369.90625,204626.296875,204883.296875,205137.296875,205389.609375,205641.59375,205895.59375,206145.59375,206398.609375,206651.0,206904.6875,207151.390625,207402.0,207650.0,207899.703125,208145.59375
Philadelphia - PA,2834785.0,2849340.0,2869094.0,2877013.0,2890723.0,2897882.0,2909005.0,2916370.0,2922036.0,2933201.0,2941329.0,2952627.0,2960998.0,2973151.0,2984838.0,2995929.0,2995459.0,2566655.0,2746038.0,2786531.0,2809472.0,2839454.0,2880048.0,2923191.0,2968249.0,2994763.0,3021738.0,3036756.0,3058736.0,3067062.0,3081868.0,3090308.0,3096055.0,3108353.0,3113718.0,3124814.0,3142660.0,3150226.0,3156797.0,3157115.0,3158477.0,3160515.0,,3162280.0,3164549.0,3166264.0,3167699.0,3169244.0,3170793.0,3172240.0,3173624.0,3175107.0,3176576.0,3178447.0,3180666.0,3182975.0,3185518.0,3188108.0,3190772.0,3193332.0,3195833.0,3198321.0,3162746.0,3165287.0,3167800.0,3170372.0,3172919.0,3175431.0,3177902.0,3180350.0,3182829.0,3185259.0,3187701.0,3190112.0,3192549.0,3194937.0,3197335.0,3199702.0,3202103.0,3204465.0,3206836.0
Phoenix - AZ,1952957.0,1965728.0,1985821.0,1996087.0,2009728.0,2032752.0,2047909.0,2060698.0,2080689.0,2099159.0,2116723.0,2131212.0,2151002.0,2166781.0,2188574.0,2208687.0,2217842.0,2042713.0,2105567.0,2145260.0,2172459.0,2200291.0,2236576.0,2259811.0,2288842.0,2323773.0,2344414.0,2360033.0,2378214.0,2406115.0,2425355.0,2414433.0,2463271.0,2455529.0,2433766.0,2451857.0,2464450.0,2467875.0,2468071.0,2470957.0,2473754.0,2478293.0,,2483305.0,2488666.0,2494398.0,2500060.0,2505707.0,2511249.0,2516656.0,2521919.0,2526969.0,2531925.0,2537118.0,2542563.0,2548190.0,2553989.0,2559906.0,2565805.0,2571705.0,2577610.0,2583557.0,2558533.0,2564394.0,2570290.0,2576138.0,2582000.0,2587844.0,2593709.0,2599562.0,2605395.0,2611248.0,2617078.0,2622930.0,2628767.0,2634631.0,2640472.0,2646330.0,2652175.0,2658031.0,2663873.0
Pittsburgh - PA,1187204.0,1187003.0,1188128.0,1189266.0,1193579.0,1197614.0,1202108.0,1204693.0,1208557.0,1209626.0,1211545.0,1214644.0,1217124.0,1218513.0,1220384.0,1221466.0,1215545.0,1040348.0,1113409.0,1119207.0,1123615.0,1132731.0,1145095.0,1154367.0,1163802.0,1167311.0,1173238.0,1177701.0,1184111.0,1186623.0,1192381.0,1195624.0,1201939.0,1202838.0,1205067.0,1209456.0,1216582.0,1217807.0,1219205.0,1219684.0,1219636.0,1219484.0,,1219216.0,1219170.0,1219053.0,1218942.0,1218800.0,1218598.0,1218315.0,1218080.0,1217854.0,1217675.0,1217645.0,1217812.0,1218020.0,1218287.0,1218562.0,1218853.0,1219127.0,1219373.0,1219611.0,1206070.0,1206353.0,1206640.0,1206945.0,1207242.0,1207522.0,1207789.0,1208046.0,1208303.0,1208539.0,1208776.0,1209017.0,1209253.0,1209472.0,1209682.0,1209891.0,1210089.0,1210272.0,1210449.0
Port St. Lucie - FL,140572.5,141755.59375,142668.390625,143654.296875,144408.0,145237.0,144982.09375,147012.0,148627.8125,150020.796875,150951.796875,152317.390625,153638.3125,154320.5,154934.5,156408.5,157043.390625,144290.796875,151982.296875,154299.703125,155878.09375,157085.09375,158943.796875,160460.796875,162308.90625,164120.296875,166512.6875,167981.203125,170505.296875,172172.203125,172535.0,173338.8125,173744.59375,175201.703125,177133.109375,178231.09375,178453.40625,178552.5,178781.203125,179032.890625,179213.703125,179455.40625,,179773.5,180113.5,180472.0,180861.09375,181275.5,181685.59375,182065.0,182422.703125,182770.5,183118.390625,183487.3125,183879.890625,184281.796875,184693.796875,185111.6875,185541.703125,185973.0,186399.59375,186822.0,184409.5,184822.6875,185233.203125,185640.5,186044.0,186448.5,186847.796875,187244.90625,187641.40625,188036.296875,188429.390625,188819.5,189211.59375,189601.109375,189988.6875,190373.796875,190760.0,191144.296875,191527.296875
Portland - ME,268646.6875,270013.78125,271439.0,272400.78125,274002.28125,274961.59375,276202.40625,277378.59375,278252.6875,279756.90625,280320.09375,281595.78125,282346.90625,283165.1875,284846.1875,285982.21875,286051.6875,245944.203125,260431.0,271158.125,273620.0,276838.8125,278568.125,279576.59375,281459.8125,283184.0,284338.59375,286021.21875,288250.21875,289096.09375,290646.6875,291733.625,293064.78125,293839.375,295266.375,295992.71875,297110.0,295158.125,295107.59375,295051.40625,295036.71875,295154.21875,,295340.5,295576.90625,295814.59375,296042.125,296283.59375,296511.28125,296738.90625,296957.625,297172.6875,297380.0,297588.5,297848.78125,298115.0,298383.90625,298661.0,298953.40625,299242.3125,299526.5,299799.71875,292219.6875,292484.09375,292751.09375,293011.59375,293274.09375,293537.5,293798.625,294056.09375,294314.59375,294570.8125,294826.1875,295079.1875,295333.5,295583.1875,295831.3125,296075.59375,296322.5,296565.3125,296807.1875
Portland - OR,1137776.0,1144949.0,1150923.0,1159051.0,1166848.0,1177708.0,1185081.0,1188580.0,1193348.0,1201333.0,1205250.0,1213379.0,1218888.0,1223541.0,1230879.0,1236134.0,1236213.0,1083353.0,1133617.0,1137311.0,1143784.0,1161870.0,1182382.0,1195546.0,1213654.0,1217325.0,1234562.0,1231807.0,1249362.0,1246034.0,1248738.0,1244697.0,1246092.0,1249685.0,1254573.0,1251397.0,1253925.0,1252141.0,1247232.0,1247785.0,1248386.0,1249665.0,,1251112.0,1252789.0,1254388.0,1255930.0,1257324.0,1258668.0,1259972.0,1261323.0,1262685.0,1264089.0,1265656.0,1267326.0,1269063.0,1270849.0,1272644.0,1274492.0,1276343.0,1278177.0,1279985.0,1255505.0,1257248.0,1258982.0,1260726.0,1262462.0,1264206.0,1265944.0,1267688.0,1269424.0,1271162.0,1272898.0,1274639.0,1276382.0,1278119.0,1279856.0,1281595.0,1283329.0,1285063.0,1286786.0
Poughkeepsie - NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280048.71875,280291.28125,280533.6875,280779.78125,281020.125,281260.90625,281498.28125,281733.0,281963.90625,282194.5,282423.09375,282651.0,282877.5,283102.90625,283327.78125,283551.90625,283774.28125,283996.875,284220.09375
Providence - RI,719449.25,719515.9375,722053.125,723196.625,725934.6875,727250.125,730808.3125,730931.875,730525.6875,733050.4375,733841.8125,734885.6875,736238.75,735103.8125,736388.5,738973.375,739514.125,609551.5625,668990.4375,683146.5,687450.3125,697208.8125,706350.25,713531.9375,719733.8125,725197.3125,728272.6875,729462.25,734082.0,733679.875,738931.1875,740726.375,741465.875,744582.1875,744734.375,741787.875,741152.0,742692.6875,743803.0,743606.8125,743726.375,743845.8125,,743976.625,744174.375,744456.125,744685.8125,744920.125,745098.5,745262.0,745424.625,745608.8125,745808.4375,746090.1875,746450.6875,746851.3125,747293.5,747746.1875,748196.75,748623.875,749029.625,749403.0625,736205.3125,736564.8125,736920.25,737281.125,737628.8125,737966.5,738293.5,738610.6875,738930.9375,739248.6875,739567.0,739881.75,740196.75,740508.125,740816.5,741121.6875,741426.8125,741725.0,742022.25
Provo - UT,232946.796875,236702.5,239520.703125,241387.203125,244241.890625,246833.0,250678.0,255107.09375,258417.90625,259905.09375,261900.78125,264949.0,267036.28125,268645.59375,271551.78125,273448.21875,272484.09375,261384.796875,275444.875,280760.1875,285420.90625,288827.5,293729.5,295762.3125,301407.09375,304115.0,305888.5,308076.6875,308801.40625,309676.78125,311009.625,313150.6875,313373.90625,314742.0,315022.09375,319070.09375,318994.1875,319027.59375,319725.5,320924.1875,321888.6875,322866.0,,323812.28125,324823.78125,325795.6875,326824.0,327882.375,328956.6875,330021.90625,331077.40625,332141.5,333215.3125,334318.375,335494.0,336680.0,337891.8125,339115.21875,340351.90625,341590.09375,342822.0,344066.71875,341003.125,342225.5,343453.1875,344676.3125,345905.09375,347135.09375,348365.0,349595.40625,350836.40625,352073.3125,353312.0,354551.78125,355799.09375,357044.5,358290.71875,359538.0,360794.0,362048.0,363303.71875
Raleigh - NC,587851.6875,592055.5,596075.3125,600672.8125,603996.8125,608044.625,616182.1875,619474.5,624296.375,629761.25,628955.0,633873.5,640880.625,641992.0,645227.125,651602.125,657075.5,592938.8125,626261.125,641137.5,648914.125,662241.8125,672328.9375,678900.5625,688664.125,698542.8125,709848.875,712670.875,719925.875,725687.375,732032.5,738224.4375,742966.625,748522.25,751052.3125,753460.375,759823.9375,764823.75,762557.9375,764123.3125,765568.75,767141.125,,768811.1875,770626.5625,772460.5,774359.625,776297.8125,778239.0625,780090.5,781876.5625,783681.5625,785499.3125,787392.8125,789392.8125,791429.0625,793507.3125,795593.0625,797637.3125,799679.0,801708.125,803741.0,794905.875,796930.4375,798971.6875,801017.8125,803069.5,805116.375,807161.8125,809205.6875,811253.75,813308.125,815356.3125,817410.25,819467.25,821521.1875,823569.5625,825623.5,827680.5,829732.625,831779.625
Reading - PA,176106.203125,175665.203125,176182.6875,176764.40625,176764.890625,177160.5,178037.09375,178937.8125,178979.0,179798.5,179463.5,180117.40625,181463.59375,181894.390625,181856.40625,181543.203125,181078.296875,151826.90625,165454.703125,167469.1875,167912.296875,168541.0,170439.703125,172159.609375,174863.40625,176798.703125,177886.203125,178875.703125,179798.296875,179898.296875,180433.59375,180711.296875,181114.59375,182046.796875,183083.203125,184217.796875,184677.3125,185272.0,185369.296875,185475.203125,185534.296875,185607.09375,,185685.296875,185787.5,185870.0,185958.890625,186049.703125,186136.59375,186205.203125,186276.5,186354.203125,186433.90625,186527.40625,186634.203125,186754.0,186887.5,187026.5,187170.0,187311.203125,187443.6875,187567.796875,184841.90625,184974.90625,185108.703125,185246.203125,185380.703125,185510.890625,185635.703125,185757.203125,185878.6875,185995.796875,186114.0,186230.5,186347.5,186461.8125,186576.296875,186688.203125,186800.90625,186910.59375,187020.703125
Reno - NV,227063.296875,228424.609375,231906.796875,233900.0,236984.890625,240841.0,244413.609375,246418.203125,249232.703125,253310.109375,256604.796875,257524.59375,257350.703125,259021.390625,260789.703125,262680.90625,261916.8125,230302.59375,248466.796875,253454.296875,256885.5,259122.1875,261907.40625,265351.8125,270437.1875,272568.78125,274428.3125,275026.78125,275126.71875,277839.90625,279782.0,281525.375,278925.125,280049.0,280892.5,283116.21875,283658.1875,283691.5,283574.40625,283734.3125,283977.375,284317.40625,,284775.5,285260.90625,285772.78125,286285.8125,286821.6875,287346.1875,287845.40625,288342.0,288827.09375,289295.5,289792.375,290343.1875,290919.71875,291519.40625,292133.5,292767.0,293396.90625,294021.5,294621.875,290032.09375,290604.1875,291187.1875,291758.0,292332.875,292896.21875,293452.78125,294006.0,294561.3125,295119.59375,295671.375,296225.8125,296779.125,297338.09375,297892.3125,298448.3125,299005.5,299568.21875,300127.28125
Richmond - VA,653733.5625,655320.3125,655224.0,660337.5,661919.8125,663902.375,666564.25,665915.125,669656.9375,672728.875,676652.0,678453.4375,678557.9375,680122.625,681978.1875,685803.875,686310.75,616652.3125,644157.25,650972.875,653114.375,656547.1875,668297.0,672951.4375,679572.875,683934.3125,694019.0,696245.9375,703471.625,704806.875,708736.8125,710802.4375,714853.875,719138.4375,723741.875,726102.0,727566.375,733332.0625,737324.25,737141.75,737223.0625,737535.5,,737993.6875,738604.375,739292.8125,740022.5,740782.3125,741515.0625,742269.3125,742977.4375,743692.6875,744397.375,745125.4375,745924.375,746762.5,747637.875,748530.1875,749439.8125,750348.6875,751235.0,752120.8125,736287.1875,737136.3125,737974.3125,738806.875,739636.125,740464.75,741287.5,742104.8125,742930.9375,743756.25,744576.875,745395.3125,746216.125,747033.375,747846.375,748655.0,749469.0,750280.5,751086.9375
Rochester - NY,519908.875,520213.625,518839.46875,519378.46875,519708.9375,521594.78125,521815.625,522897.875,523225.59375,525439.25,526799.3125,526502.1875,525718.375,526767.8125,524811.25,524061.84375,521966.8125,445064.09375,473206.3125,480736.375,482235.28125,487406.8125,491059.6875,496703.78125,502911.28125,501378.8125,503761.59375,505509.625,508185.0,510855.1875,513272.59375,511909.90625,513630.375,516689.8125,516590.8125,518472.21875,521841.375,520179.0625,521099.96875,521210.21875,521063.0,521061.28125,,521039.1875,521043.28125,520905.875,520812.8125,520748.46875,520682.9375,520600.90625,520497.3125,520384.8125,520264.09375,520199.40625,520198.0,520198.96875,520232.96875,520271.90625,520349.5,520422.1875,520476.0625,520528.0625,511891.8125,511934.375,511973.78125,512021.59375,512061.21875,512107.3125,512149.28125,512188.0,512229.96875,512272.59375,512314.5625,512351.0625,512392.5625,512426.09375,512461.5,512492.375,512527.59375,512557.125,512592.09375
Sacramento - CA,938269.125,944815.4375,953893.375,957329.5625,961121.875,970554.5,976221.625,982610.125,990108.5,998085.0,1003403.0,1009490.0,1014558.0,1018802.0,1024833.0,1031089.0,1035100.0,920875.5,960990.875,978409.75,987572.3125,1004119.0,1022438.0,1033423.0,1045218.0,1053205.0,1059569.0,1063759.0,1064101.0,1068999.0,1075270.0,1081799.0,1086421.0,1088107.0,1092282.0,1097113.0,1097356.0,1096889.0,1095661.0,1097284.0,1098398.0,1099610.0,,1100929.0,1102420.0,1103947.0,1105558.0,1107199.0,1108856.0,1110534.0,1112165.0,1113739.0,1115293.0,1116973.0,1118858.0,1120759.0,1122706.0,1124657.0,1126625.0,1128590.0,1130538.0,1132510.0,1116806.0,1118766.0,1120721.0,1122683.0,1124628.0,1126571.0,1128488.0,1130408.0,1132318.0,1134215.0,1136119.0,1138015.0,1139927.0,1141814.0,1143704.0,1145584.0,1147474.0,1149351.0,1151221.0
